,r_5,r_9,r_12,r_177,r_180,r_181,r_182,r_183,r_184,r_187,r_190,r_194,r_195,r_199,r_241,r_242,label,pred
3803,0,12755,14,18,6499,0,0,0,0,0,31,31,0,0,9008261718,4779922737,0,0
34635,0,12755,14,188,6481,0,0,0,0,0,26,26,0,0,6.42801E+11,3.50635E+11,0,0
29024,0,12755,15,198,6543,0,0,0,0,0,28,28,0,0,5.73345E+11,3.77384E+11,0,0
67256,2,12757,33,91,6490,0,0,2,0,22,30,30,22,0,3.3552E+11,6.72848E+11,1,1
7966,0,12757,16,30,6554,0,0,0,0,0,28,28,0,0,47947378724,24963719529,0,0
35673,0,12762,28,579,6536,0,0,0,0,0,28,28,0,0,6.53018E+11,45343495236,0,0
24617,0,12763,27,5,6582,0,0,0,0,0,28,28,0,0,11998368694,20669609847,0,0
63475,0,12765,13,37,6461,0,0,0,0,0,32,32,0,0,1.02499E+11,1.3005E+11,0,0
68912,0,12766,13,41,6489,0,0,0,0,0,32,32,0,0,1.16656E+11,1.29247E+11,0,0
69533,0,12766,13,56,6480,0,0,0,0,0,31,31,0,0,1.81674E+11,1.3398E+11,1,1
42357,0,12766,13,29,6476,0,0,0,0,0,32,32,0,0,70390573877,1.17071E+11,0,0
34224,0,12767,20,245,6502,0,0,0,0,0,32,32,0,0,8.19218E+11,4.98892E+11,0,0
63306,0,12767,25,9,6486,0,0,0,0,0,32,32,0,0,4684966522,2.97191E+11,1,1
5068,0,12769,15,56,6506,0,0,0,0,0,27,27,0,0,1.71598E+11,1.10708E+11,0,0
13032,0,12770,14,277,6493,0,0,0,0,0,28,28,0,0,1.07128E+12,1.07643E+11,0,0
60901,0,12770,20,0,6447,0,0,0,0,0,24,24,0,0,1441255642,7732700300,0,0
10860,0,12770,13,53,6544,0,0,0,0,0,31,31,0,0,1.5917E+11,1.07163E+11,0,0
30291,0,12771,14,202,6496,0,0,0,0,0,28,28,0,0,4.3143E+11,2.81299E+11,0,0
1693,0,12771,12,201,6526,0,0,0,0,0,30,30,0,0,4.21268E+11,2.54836E+11,0,0
46344,2,12772,19,253,6510,0,0,2,0,0,25,25,0,1,8.56471E+11,6.43898E+11,0,0
41131,0,12773,21,41,6458,0,0,0,0,0,31,31,0,0,1.41536E+11,3.32688E+11,0,0
50455,0,12774,20,35,6529,0,0,0,0,0,31,31,0,0,92937767119,2596937263,0,0
31988,0,12774,14,69,6511,0,0,0,0,0,28,28,0,0,1.49726E+11,7749860169,0,0
21604,0,12776,14,205,6503,0,0,0,0,0,30,30,0,0,5.51287E+11,4.64567E+11,0,0
2961,0,12778,17,136,6567,0,0,0,0,0,27,27,0,0,4.17908E+11,2.74874E+11,0,0
50608,2,12778,15,351,6484,1,0,2,0,0,31,31,0,0,1.32811E+12,2.5969E+11,1,1
28482,0,12778,16,140,6510,0,0,0,0,0,28,28,0,0,4.30479E+11,2.89894E+11,0,0
29868,0,12778,15,18,6557,0,0,0,0,0,30,30,0,0,8611372188,4339443209,0,0
34636,0,12779,14,188,6481,0,0,0,0,0,25,25,0,0,6.4374E+11,3.51316E+11,0,0
30411,0,12779,17,25,6568,0,0,0,0,0,30,30,0,0,44135756348,32433955904,0,0
51308,0,12784,14,153,6563,0,0,0,0,0,35,35,0,0,4.77581E+11,3.04985E+11,0,0
41697,0,12784,16,154,6444,0,0,0,0,0,27,27,0,0,4.88452E+11,3.05388E+11,0,0
24618,0,12787,27,5,6582,0,0,0,0,0,28,28,0,0,11998368694,20669609847,0,0
28611,0,12787,27,40,6508,0,0,0,0,0,27,27,0,0,97447540808,3651215877,0,0
15056,0,12789,21,55,6546,0,0,0,0,0,27,27,0,0,1.97855E+11,3.56442E+11,0,0
57763,0,12790,20,1,6508,0,0,0,0,0,24,24,0,0,4167847906,8244865218,0,0
48462,0,12790,15,99,6430,0,0,0,0,0,29,29,0,0,3.34718E+11,2.5139E+11,0,0
1129,0,12792,21,64,6493,0,0,0,0,0,27,27,0,1,2.20234E+11,6.01847E+11,0,0
35492,0,12792,20,244,6514,0,0,0,0,0,33,33,0,2,8.22997E+11,5.05603E+11,0,0
14545,0,12793,15,222,6539,0,0,0,0,0,28,28,0,0,4.89547E+11,2.51511E+11,0,0
70838,0,12794,20,0,6547,0,0,0,0,0,24,24,0,2,1165452485,11868611269,0,0
7784,0,12794,13,24,6503,0,0,0,0,0,28,28,0,0,9128278182,21259286324,0,0
13033,0,12794,14,277,6493,0,0,0,0,0,28,28,0,0,1.07176E+12,1.08059E+11,0,0
9594,0,12795,14,55,6523,0,0,0,0,0,30,30,0,0,1.58288E+11,1.28253E+11,0,0
46786,2,12796,19,255,6430,0,0,2,0,0,27,27,0,1,8.60628E+11,6.45726E+11,0,0
9959,0,12800,16,33,6476,0,0,0,0,0,29,29,0,0,58670009956,40516959864,0,0
54506,0,12800,26,280,6561,0,0,0,0,0,25,25,0,1,8.74411E+11,6.62517E+11,0,0
50609,2,12802,15,351,6484,1,0,2,0,0,31,31,0,0,1.32811E+12,2.5969E+11,1,1
11831,0,12802,17,141,6456,0,0,0,0,0,26,26,0,0,4.31904E+11,2.75093E+11,0,0
29869,0,12802,15,18,6557,0,0,0,0,0,31,31,0,0,8624593444,4341094673,0,0
3805,0,12803,14,18,6499,0,0,0,0,0,31,31,0,0,9036565934,4782596537,0,0
6582,0,12803,15,212,6533,0,0,0,0,0,33,33,0,0,5.40146E+11,3.73145E+11,0,0
51679,0,12803,34,49,6475,0,0,0,0,0,28,28,0,0,1.4929E+11,1.14294E+11,0,0
70315,0,12805,26,262,6518,0,0,0,0,0,25,25,0,1,8.68515E+11,6.87602E+11,0,0
35675,0,12810,28,584,6536,0,0,0,0,0,28,28,0,0,6.58454E+11,46143951398,0,0
24619,0,12811,27,5,6582,0,0,0,0,0,28,28,0,0,11998368694,20669609847,0,0
62449,0,12814,20,0,6503,0,0,0,0,0,28,28,0,0,1516979273,3981858237,0,0
56559,0,12818,28,71,6379,0,0,0,0,0,27,27,0,2,2.36717E+11,1.20657E+11,0,0
7785,0,12818,13,24,6503,0,0,0,0,0,28,28,0,0,9128278182,21259286324,0,0
4772,0,12818,18,127,6510,0,0,0,0,0,30,30,0,0,3.7743E+11,2.75348E+11,0,0
67787,4,12819,19,258,6508,0,0,4,0,0,25,25,0,2,8.6576E+11,6.48086E+11,0,0
66415,0,12819,20,255,6540,0,0,0,0,0,25,25,0,0,8.64443E+11,6.4287E+11,0,0
14003,0,12819,14,220,6514,0,0,0,0,0,29,29,0,0,4.97077E+11,2.64841E+11,0,0
1695,0,12819,12,201,6526,0,0,0,0,0,31,31,0,0,4.22284E+11,2.55796E+11,0,0
64556,2,12819,22,91,6536,0,0,2,0,0,26,26,0,3,3.34852E+11,6.69831E+11,0,0
46475,2,12820,19,256,6536,0,0,2,0,0,25,25,0,1,8.62886E+11,6.47072E+11,0,0
22808,0,12820,15,24,6521,0,0,0,0,0,27,27,0,0,9160325310,20680108738,0,0
40928,0,12821,22,14,6502,0,0,0,0,0,27,27,0,0,2129059384,1002370979,0,0
12511,0,12821,17,15,6517,0,0,0,0,0,27,27,0,0,2440360054,1064389579,0,0
41133,0,12821,21,41,6458,0,0,0,0,0,29,29,0,0,1.42369E+11,3.34207E+11,0,0
59779,0,12823,27,0,6502,0,0,0,0,0,25,25,0,1,2716629156,38264923337,0,0
4049,0,12824,14,159,6509,0,0,0,0,0,26,26,0,0,4.75359E+11,3.04816E+11,0,0
49655,0,12825,14,35,6523,0,0,0,0,0,30,30,0,0,61634760104,32519645705,0,0
56960,0,12825,28,1,6487,0,0,0,0,0,25,25,0,0,4685752078,473870956,0,0
51081,0,12825,15,127,6535,0,0,0,0,0,26,26,0,0,3.81146E+11,2.67347E+11,0,0
6583,0,12827,15,213,6533,0,0,0,0,0,33,33,0,0,5.41045E+11,3.73972E+11,0,0
51680,0,12827,34,49,6475,0,0,0,0,0,28,28,0,0,1.49766E+11,1.14801E+11,0,0
34638,0,12827,14,189,6481,0,0,0,0,0,25,25,0,0,6.45518E+11,3.52561E+11,0,0
30413,0,12827,17,26,6568,0,0,0,0,0,30,30,0,0,44767277620,32785134232,0,0
70316,0,12829,26,263,6518,0,0,0,0,0,25,25,0,1,8.72202E+11,6.89434E+11,0,0
7969,0,12829,16,31,6554,0,0,0,0,0,28,28,0,0,49100785508,25488892353,0,0
56649,2,12831,23,252,6510,0,0,2,0,0,24,24,0,0,8.46173E+11,6.17153E+11,0,0
18106,0,12832,22,7,6574,0,0,0,0,0,34,34,0,0,14403493224,399625154,0,0
58216,0,12833,16,177,6561,0,0,0,0,0,27,27,0,0,5.96817E+11,3.3578E+11,0,0
11261,0,12835,22,49,6507,0,0,0,0,0,30,30,0,0,1.72645E+11,3.17473E+11,0,0
15058,0,12837,21,56,6546,0,0,0,0,0,26,26,0,0,1.98174E+11,3.5708E+11,0,0
65694,0,12838,8,39,6516,0,0,0,0,0,32,32,0,0,1.06775E+11,1.35208E+11,0,0
69536,0,12838,13,56,6480,0,0,0,0,0,31,31,0,0,1.82221E+11,1.35056E+11,1,1
60904,0,12842,20,0,6447,0,0,0,0,0,25,25,0,0,1441255642,7732700300,0,0
9596,0,12843,14,55,6523,0,0,0,0,0,29,29,0,0,1.59365E+11,1.28823E+11,0,0
46218,4,12843,19,238,6498,0,0,4,0,0,27,27,0,1,8.21712E+11,6.3571E+11,0,0
32625,0,12844,23,57,6548,0,0,0,0,0,29,29,0,0,1.8472E+11,5.04685E+11,0,0
46476,2,12844,19,258,6536,0,0,2,0,0,27,27,0,1,8.66967E+11,6.48762E+11,0,0
49905,0,12845,22,2,6547,0,0,0,0,0,28,28,0,5,925080427,2.897E+11,0,0
11598,0,12845,23,17,6530,0,0,0,0,0,27,27,0,0,7517676410,2.85849E+11,0,0
4050,0,12848,14,160,6509,0,0,0,0,0,26,26,0,0,4.76371E+11,3.05477E+11,0,0
39102,0,12850,15,5,6563,0,0,0,0,0,29,29,0,0,6087605218,2351142403,0,0
29028,0,12851,15,200,6543,0,0,0,0,0,28,28,0,0,5.76686E+11,3.80567E+11,0,0
34639,0,12851,14,189,6481,0,0,0,0,0,25,25,0,0,6.464E+11,3.53189E+11,0,0
18107,0,12856,22,7,6574,0,0,0,0,0,34,34,0,0,14403493224,399625154,0,0
41700,0,12856,16,155,6444,0,0,0,0,0,27,27,0,0,4.91169E+11,3.07287E+11,0,0
58217,0,12857,16,178,6561,0,0,0,0,0,27,27,0,0,5.97772E+11,3.3647E+11,0,0
28243,0,12861,14,55,6533,0,0,0,0,0,32,32,0,1,1.83051E+11,1.46972E+11,0,0
8181,0,12861,21,56,6535,0,0,0,0,0,27,27,0,0,1.9833E+11,3.57396E+11,0,0
65695,0,12862,8,39,6516,0,0,0,0,0,32,32,0,0,1.06983E+11,1.35532E+11,0,0
68916,0,12862,13,41,6489,0,0,0,0,0,32,32,0,0,1.18295E+11,1.32321E+11,0,0
62451,0,12862,20,0,6503,0,0,0,0,0,27,27,0,0,1516979273,3981858237,0,0
65764,0,12863,16,5,6542,0,0,0,0,0,35,35,0,0,4482772499,2.92718E+11,0,0
63310,0,12863,25,9,6486,0,0,0,0,0,30,30,0,0,4684970145,2.99046E+11,1,1
32946,0,12865,14,23,6513,0,0,0,0,0,27,27,0,0,9441787542,21081033628,0,0
24470,0,12865,104,91,6556,0,0,0,0,0,36,36,0,2,3.63547E+11,3.62548E+11,0,0
60905,0,12866,20,0,6447,0,0,0,0,0,22,22,0,0,1441255642,7732700300,0,0
1132,0,12866,21,65,6493,0,0,0,0,0,25,25,0,1,2.21256E+11,6.06828E+11,0,0
67505,2,12867,19,259,6519,0,0,2,0,0,23,23,0,2,8.70684E+11,6.51033E+11,0,0
22810,0,12868,15,24,6521,0,0,0,0,0,27,27,0,0,9160325310,20680108738,0,0
46477,2,12868,19,259,6536,0,0,2,0,0,24,24,0,1,8.70963E+11,6.5041E+11,0,0
49906,0,12869,22,2,6547,0,0,0,0,0,28,28,0,5,925109963,2.897E+11,0,0
31992,0,12870,14,69,6511,0,0,0,0,0,29,29,0,0,1.49762E+11,7850802385,0,0
58611,0,12872,38,241,6497,0,0,0,0,0,24,24,0,0,8.31545E+11,6.19099E+11,0,0
26314,0,12872,15,132,6517,0,0,0,0,0,26,26,0,0,4.01504E+11,2.75189E+11,0,0
4051,0,12872,14,160,6509,0,0,0,0,0,26,26,0,0,4.774E+11,3.06182E+11,0,0
52359,0,12873,16,138,6467,0,0,0,0,0,29,29,0,0,4.19496E+11,2.99887E+11,1,1
39708,0,12873,15,187,6515,0,0,0,0,0,26,26,0,0,5.13009E+11,4.16627E+11,0,0
11834,0,12874,17,142,6456,0,0,0,0,0,26,26,0,0,4.34437E+11,2.7688E+11,0,0
45532,0,12874,44,110,6543,0,0,0,0,0,37,37,0,4,4.66881E+11,5.55047E+11,0,0
50612,2,12874,15,352,6484,1,0,2,0,0,30,30,0,0,1.32811E+12,2.5969E+11,1,1
51682,0,12875,34,50,6475,0,0,0,0,0,28,28,0,0,1.50704E+11,1.15558E+11,0,0
30415,0,12875,17,26,6568,0,0,0,0,0,30,30,0,0,45548190356,33053567544,0,0
70318,2,12877,26,266,6516,0,0,2,0,0,24,24,0,1,8.80092E+11,6.93189E+11,0,0
51312,0,12880,14,154,6563,0,0,0,0,0,31,31,0,0,4.81728E+11,3.08175E+11,0,0
58218,0,12881,16,178,6561,0,0,0,0,0,27,27,0,0,5.98682E+11,3.3711E+11,0,0
55016,0,12881,15,135,6512,0,0,0,0,0,30,30,0,0,4.10894E+11,2.704E+11,1,1
63311,0,12887,25,9,6486,0,0,0,0,0,30,30,0,0,4684970145,2.99046E+11,1,1
34229,0,12887,20,252,6502,0,0,0,0,0,30,30,0,0,8.3749E+11,5.11466E+11,0,0
66418,0,12888,20,259,6540,0,0,0,0,0,24,24,0,0,8.75675E+11,6.47627E+11,0,0
49057,0,12888,14,1,6573,0,0,0,0,0,32,32,0,1,4464025722,2.96498E+11,0,0
55541,0,12889,19,260,6481,0,0,0,0,0,23,23,0,0,8.64616E+11,6.59756E+11,0,0
65082,10,12890,21,73,6474,0,0,10,0,12,25,25,12,0,2.53273E+11,6.7508E+11,0,0
58904,20,12890,19,264,6418,0,0,20,0,0,24,24,0,0,8.78724E+11,6.54319E+11,0,0
32764,0,12890,19,117,6479,0,0,0,0,0,26,26,0,0,3.64036E+11,2.41897E+11,0,0
11600,0,12893,23,17,6530,0,0,0,0,0,27,27,0,0,7541666098,2.8585E+11,0,0
23369,0,12893,19,47,6547,0,0,0,0,0,28,28,0,3,1.73669E+11,5.37831E+11,0,0
9482,0,12896,17,161,6558,0,0,0,0,0,26,26,0,0,5.29052E+11,3.09319E+11,0,0
70448,0,12897,26,267,6464,0,0,0,0,0,23,23,0,1,8.84505E+11,6.94864E+11,0,0
30416,0,12899,17,26,6568,0,0,0,0,0,30,30,0,0,46070408252,33055641080,0,0
29030,0,12899,15,201,6543,0,0,0,0,0,28,28,0,0,5.78502E+11,3.82213E+11,0,0
33312,0,12900,12,10,6530,0,0,0,0,0,28,28,0,0,8843278228,6832845953,0,0
18109,0,12904,22,7,6574,0,0,0,0,0,34,34,0,0,14403493224,399625154,0,0
55017,2,12905,15,135,6510,0,1,2,0,0,31,31,0,0,4.11728E+11,2.70967E+11,1,1
24623,0,12907,27,5,6582,0,0,0,0,0,28,28,0,0,11998368694,20669609847,0,0
11264,0,12907,22,50,6507,0,0,0,0,0,30,30,0,0,1.73317E+11,3.19059E+11,0,0
27735,0,12907,19,70,6531,0,0,0,0,0,26,26,0,0,2.50872E+11,7.04253E+11,0,0
8183,0,12909,21,56,6535,0,0,0,0,0,28,28,0,0,1.9868E+11,3.58155E+11,0,0
62453,0,12910,20,0,6503,0,0,0,0,0,29,29,0,0,1516979273,3981858237,0,0
34230,0,12911,20,253,6502,0,0,0,0,0,31,31,0,0,8.41169E+11,5.12923E+11,0,0
46479,2,12912,19,262,6536,0,0,2,0,0,24,24,0,1,8.78928E+11,6.54042E+11,0,0
66419,0,12912,20,261,6540,0,0,0,0,0,24,24,0,0,8.8007E+11,6.49646E+11,0,0
14550,0,12913,15,224,6539,0,0,0,0,0,27,27,0,0,4.91949E+11,2.54004E+11,0,0
59940,0,12913,15,227,6521,0,0,0,0,0,27,27,0,0,4.94301E+11,3.03712E+11,1,1
58905,22,12914,19,266,6416,0,0,22,0,0,24,24,0,0,8.83167E+11,6.56396E+11,0,0
29690,0,12914,16,57,6531,0,0,0,0,0,28,28,0,0,1.72694E+11,1.23703E+11,0,0
14007,0,12915,14,221,6514,0,0,0,0,0,28,28,0,0,4.99095E+11,2.66665E+11,0,0
1699,0,12915,12,203,6526,0,0,0,0,0,29,29,0,0,4.2498E+11,2.57691E+11,0,0
30297,0,12915,14,204,6496,0,0,0,0,0,29,29,0,0,4.3409E+11,2.84526E+11,0,0
58613,0,12916,38,244,6497,0,0,0,0,0,25,25,0,0,8.3915E+11,6.22445E+11,0,0
41137,0,12917,21,41,6458,0,0,0,0,0,31,31,0,0,1.43787E+11,3.37796E+11,0,0
40932,0,12917,22,14,6502,0,0,0,0,0,26,26,0,0,2131023528,1005867859,0,0
36583,0,12917,19,47,6492,0,0,0,0,0,28,28,0,4,1.72311E+11,5.35535E+11,0,0
70320,2,12921,26,269,6516,0,0,2,0,0,24,24,0,1,8.87827E+11,6.96924E+11,0,0
51085,0,12921,15,129,6535,0,0,0,0,0,27,27,0,0,3.84637E+11,2.70187E+11,1,1
47596,0,12922,21,206,6456,0,0,0,0,0,26,26,0,0,7.07949E+11,5.14318E+11,0,0
56653,2,12923,23,258,6510,0,0,2,0,0,23,23,0,0,8.6143E+11,6.23677E+11,0,0
9,0,12923,12,30,6571,0,0,0,0,0,28,28,0,0,55562967468,40588718866,0,0
51314,0,12928,14,155,6563,0,0,0,0,0,32,32,0,0,4.83552E+11,3.09606E+11,0,0
8580,0,12928,16,156,6493,0,0,0,0,0,26,26,0,0,4.60215E+11,2.99957E+11,0,0
15062,0,12933,21,56,6546,0,0,0,0,0,27,27,0,0,1.98864E+11,3.58575E+11,0,0
60908,0,12934,20,0,6447,0,0,0,0,0,23,23,0,0,1441255642,7732700300,0,0
65698,0,12934,8,39,6516,0,0,0,0,0,32,32,0,0,1.07602E+11,1.36251E+11,0,0
69540,0,12934,13,56,6480,0,0,0,0,0,31,31,0,0,1.82838E+11,1.36202E+11,1,1
62454,0,12934,20,0,6503,0,0,0,0,0,29,29,0,0,1516979273,3981858237,0,0
46222,4,12935,19,244,6498,0,0,4,0,0,25,25,0,1,8.37286E+11,6.43362E+11,0,0
63313,0,12935,25,9,6486,0,0,0,0,0,32,32,0,0,4684974273,3.00934E+11,1,1
46480,2,12936,19,264,6536,0,0,2,0,0,25,25,0,1,8.83122E+11,6.57468E+11,0,0
46351,2,12936,19,263,6510,0,0,2,0,0,24,24,0,1,8.84299E+11,6.57702E+11,0,0
46642,2,12936,19,263,6427,0,0,2,0,0,24,24,0,1,8.83763E+11,6.57666E+11,0,0
10722,0,12937,26,47,6487,0,0,0,0,0,34,34,0,2,1.59013E+11,2.97503E+11,0,0
24473,0,12937,104,92,6556,0,0,0,0,0,34,34,0,2,3.64263E+11,3.64317E+11,0,0
1135,0,12938,21,65,6493,0,0,0,0,0,25,25,0,1,2.22659E+11,6.12919E+11,0,0
13039,0,12938,14,278,6493,0,0,0,0,0,28,28,0,0,1.07541E+12,1.10007E+11,0,0
32629,0,12940,23,58,6548,0,0,0,0,0,29,29,0,0,1.87528E+11,5.12139E+11,0,0
41138,0,12941,21,41,6458,0,0,0,0,0,32,32,0,0,1.43895E+11,3.381E+11,0,0
37932,0,12941,18,19,6532,0,0,0,0,0,24,24,0,0,8134465035,16541426508,0,0
12516,0,12941,17,15,6517,0,0,0,0,0,28,28,0,0,2442842150,1068800139,0,0
36584,0,12941,19,47,6492,0,0,0,0,0,28,28,0,4,1.73529E+11,5.37137E+11,0,0
39106,0,12946,15,5,6563,0,0,0,0,0,28,28,0,0,6087605218,2351142403,0,0
7974,0,12949,16,33,6554,0,0,0,0,0,27,27,0,0,54202379436,25853839385,0,0
55221,0,12949,27,190,6532,0,0,0,0,0,29,29,0,0,6.38573E+11,4.75349E+11,0,0
55351,0,12949,27,334,6551,0,0,0,0,0,30,30,0,0,1.17965E+12,5.30883E+11,0,0
54620,0,12951,26,225,6467,0,0,0,0,0,30,30,0,0,7.06079E+11,5.14748E+11,0,0
8398,0,12952,17,73,6510,0,0,0,0,0,27,27,0,0,2.16214E+11,1.42073E+11,0,0
67920,0,12952,32,191,6553,0,0,0,0,0,30,30,0,0,6.34146E+11,4.76168E+11,0,0
41704,0,12952,16,157,6444,0,0,0,0,0,27,27,0,0,4.94818E+11,3.09878E+11,0,0
28618,0,12955,27,40,6508,0,0,0,0,0,28,28,0,0,97523585408,3651218117,0,0
62455,0,12958,20,0,6503,0,0,0,0,0,29,29,0,0,1516979273,3981858237,0,0
48469,0,12958,15,102,6430,0,0,0,0,0,29,29,0,0,3.44167E+11,2.59163E+11,0,0
60909,0,12958,20,0,6447,0,0,0,0,0,24,24,0,0,1441255642,7732700300,0,0
68920,0,12958,13,41,6489,0,0,0,0,0,32,32,0,0,1.19678E+11,1.34752E+11,0,0
65699,0,12958,8,39,6516,0,0,0,0,0,32,32,0,0,1.07772E+11,1.36371E+11,0,0
46223,4,12959,19,245,6498,0,0,4,0,0,26,26,0,1,8.41024E+11,6.45463E+11,0,0
46793,2,12960,19,265,6430,0,0,2,0,0,27,27,0,1,8.88569E+11,6.6099E+11,0,0
5076,0,12961,15,58,6506,0,0,0,0,0,27,27,0,0,1.76625E+11,1.14521E+11,0,0
59942,0,12961,15,228,6521,0,0,0,0,0,27,27,0,0,4.95342E+11,3.04747E+11,1,1
4778,0,12962,18,130,6510,0,0,0,0,0,30,30,0,0,3.8262E+11,2.79238E+11,0,0
52445,0,12963,14,245,6555,0,0,0,0,0,29,29,0,0,5.39563E+11,2.58105E+11,0,0
36585,0,12965,19,48,6492,0,0,0,0,0,27,27,0,4,1.74791E+11,5.38768E+11,0,0
41139,0,12965,21,41,6458,0,0,0,0,0,31,31,0,0,1.44008E+11,3.38458E+11,0,0
69184,2,12967,23,251,6558,0,0,2,0,0,25,25,0,0,8.47193E+11,6.30971E+11,0,0
47598,0,12968,21,208,6456,0,0,0,0,0,26,26,0,0,7.13704E+11,5.17905E+11,0,0
39712,0,12969,15,189,6515,0,0,0,0,0,26,26,0,0,5.16381E+11,4.19674E+11,0,0
10144,0,12969,31,6,6524,0,0,0,0,0,29,29,0,0,3162872728,4116839619,0,0
2969,0,12970,17,139,6567,0,0,0,0,0,27,27,0,0,4.25137E+11,2.80521E+11,0,0
28490,0,12970,16,143,6510,0,0,0,0,0,28,28,0,0,4.38288E+11,2.95847E+11,0,0
54766,0,12975,26,217,6550,0,0,0,0,0,32,32,0,0,6.71159E+11,4.87769E+11,0,0
53247,0,12976,26,192,6528,0,0,0,0,0,29,29,0,0,6.51104E+11,4.78074E+11,0,0
27738,0,12978,19,70,6531,0,0,0,0,0,26,26,0,0,2.5196E+11,7.07164E+11,0,0
8186,0,12981,21,56,6535,0,0,0,0,0,28,28,0,0,1.99317E+11,3.59593E+11,0,0
63484,0,12981,13,38,6461,0,0,0,0,0,32,32,0,0,1.04235E+11,1.32867E+11,0,0
65700,0,12982,8,39,6516,0,0,0,0,0,32,32,0,0,1.07935E+11,1.36621E+11,0,0
62456,0,12982,20,0,6503,0,0,0,0,0,27,27,0,0,1516979273,3981858237,0,0
70846,0,12982,20,0,6547,0,0,0,0,0,23,23,0,2,1165452485,11868611269,0,0
34233,0,12983,20,257,6502,0,0,0,0,0,28,28,0,0,8.52436E+11,5.17366E+11,0,0
62987,2,12984,20,218,6513,0,0,2,0,0,24,24,0,0,7.71344E+11,5.15925E+11,0,0
49061,0,12984,14,1,6573,0,0,0,0,0,32,32,0,1,4464025722,2.96498E+11,0,0
46353,2,12984,19,266,6510,0,0,2,0,0,24,24,0,1,8.92091E+11,6.63505E+11,0,0
5077,0,12985,15,58,6506,0,0,0,0,0,27,27,0,0,1.77205E+11,1.15045E+11,0,0
27874,0,12985,14,18,6549,0,0,0,0,0,30,30,0,0,9403719304,2.89756E+11,0,0
4779,0,12986,18,130,6510,0,0,0,0,0,30,30,0,0,3.83523E+11,2.7993E+11,0,0
13041,0,12986,14,279,6493,0,0,0,0,0,27,27,0,0,1.07689E+12,1.10812E+11,0,0
58908,22,12986,19,270,6416,0,0,22,0,0,24,24,0,0,8.95077E+11,6.63011E+11,0,0
1702,0,12987,12,204,6526,0,0,0,0,0,29,29,0,0,4.2651E+11,2.59121E+11,0,0
41140,0,12989,21,41,6458,0,0,0,0,0,30,30,0,0,1.4409E+11,3.38693E+11,0,0
40935,0,12989,22,14,6502,0,0,0,0,0,27,27,0,0,2132509944,1008370331,0,0
69185,2,12991,23,252,6558,0,0,2,0,0,23,23,0,0,8.50883E+11,6.32893E+11,0,0
9967,0,12992,16,34,6476,0,0,0,0,0,29,29,0,0,61958457620,40997602936,0,0
51088,0,12993,15,130,6535,0,0,0,0,0,26,26,0,0,3.88102E+11,2.72475E+11,1,1
10145,0,12993,31,6,6524,0,0,0,0,0,28,28,0,0,3162872728,4116839619,0,0
29877,0,12994,15,18,6557,0,0,0,0,0,30,30,0,0,8727658892,4353021961,0,0
2970,0,12994,17,139,6567,0,0,0,0,0,27,27,0,0,4.25986E+11,2.81158E+11,0,0
34645,0,12995,14,192,6481,0,0,0,0,0,25,25,0,0,6.52052E+11,3.57223E+11,0,0
49712,0,12995,21,494,6501,0,0,0,0,0,31,31,0,0,1.83515E+12,5.5052E+11,0,0
51687,0,12995,34,50,6475,0,0,0,0,0,28,28,0,0,1.52959E+11,1.18048E+11,0,0
65118,0,12995,28,185,6556,0,0,0,0,0,28,28,0,0,6.25384E+11,4.79892E+11,0,0
18898,0,12997,16,184,6534,0,0,0,0,0,35,35,0,0,6.00334E+11,3.29547E+11,0,0
67266,2,12997,33,92,6490,0,0,2,0,22,29,29,22,0,3.37625E+11,6.80273E+11,1,1
53094,0,13000,26,494,6505,0,0,0,0,0,30,30,0,0,1.8465E+12,5.56994E+11,0,0
35683,0,13002,28,598,6536,0,0,0,0,0,28,28,0,0,6.76464E+11,49157245503,0,0
17577,0,13002,26,7,6496,0,0,0,0,0,29,29,0,0,17557059920,743532216,0,0
24627,0,13003,27,5,6582,0,0,0,0,0,28,28,0,0,11998368694,20669609847,0,0
26830,0,13005,21,56,6451,0,0,0,0,0,29,29,0,0,1.9997E+11,3.56239E+11,0,0
1280,0,13005,13,45,6507,0,0,0,0,0,33,33,0,0,1.34134E+11,1.26567E+11,0,0
34432,0,13005,21,56,6445,0,0,0,0,0,27,27,0,1,1.98287E+11,3.5375E+11,0,0
62457,0,13006,20,0,6503,0,0,0,0,0,28,28,0,0,1516979273,3981858237,0,0
70847,0,13006,20,0,6547,0,0,0,0,0,22,22,0,2,1165452485,11868611269,0,0
9053,0,13006,18,255,6532,0,0,0,0,0,32,32,0,0,6.63716E+11,4.09416E+11,0,0
40366,0,13006,18,261,6538,0,0,0,0,0,34,34,0,0,6.63268E+11,4.17571E+11,0,0
69543,0,13006,13,56,6480,0,0,0,0,0,31,31,0,0,1.8328E+11,1.36813E+11,1,1
46225,4,13007,19,247,6498,0,0,4,0,0,24,24,0,1,8.48564E+11,6.4948E+11,0,0
20528,0,13008,18,204,6484,0,0,0,0,0,25,25,0,0,5.36158E+11,4.12815E+11,0,0
35501,0,13008,20,257,6514,0,0,0,0,0,31,31,0,2,8.56683E+11,5.2274E+11,0,0
46354,2,13008,19,267,6510,0,0,2,0,0,23,23,0,1,8.96027E+11,6.65947E+11,0,0
14554,0,13009,15,225,6539,0,0,0,0,0,27,27,0,0,4.93829E+11,2.55858E+11,0,0
